1a2/4/4/4/4/1NP1,6,4,b3,a1 b1 c1 d1
1a2/4/4/4/4/1NP1,b1a3
1a2/4/4/N3/4/2P1,c1c2
1a2/4/4/N3/2P1/4,c2c3
1a2/4/4/N1P1/4/4,a3b1
1a2/4/4/2P1/4/1N2,b1a3
2a1/4/4/N1P1/4/4,a3b1
2a1/4/4/2P1/4/1N2,b1d2
2a1/4/4/2P1/3N/4,d2b1
3a/4/4/2P1/4/1N2,c3c4
3a/4/2P1/4/4/1N2,b1c3
3a/4/2P1/2N1/4/4,c3b1
2a1/4/2P1/4/4/1N2,c4c5
2a1/2P1/4/4/4/1N2,b1a3
2a1/2P1/4/N3/4/4,a3c4
2a1/2P1/2N1/4/4/4,c4a5
2a1/N1P1/4/4/4/4,a5c6
3a/N1P1/4/4/4/4,c5d6
1a2/N1P1/4/4/4/4,c5b6
3a/2P1/2N1/4/4/4,c5d6
1a2/2P1/2N1/4/4/4,c5b6
3a/2P1/4/N3/4/4,c5d6
1a2/2P1/4/N3/4/4,c5b6
3a/2P1/4/4/4/1N2,c5d6
1a2/2P1/4/4/4/1N2,c5b6
4/3a/2P1/4/4/1N2,c4d5
2a1/4/2P1/2N1/4/4,c4c5
2a1/2P1/4/2N1/4/4,c3a2
2a1/2P1/4/4/N3/4,a2b4
2a1/2P1/1N2/4/4/4,b4c6
3a/2P1/1N2/4/4/4,c5d6
1a2/2P1/1N2/4/4/4,c5b6
3a/2P1/4/4/N3/4,c5d6
1a2/2P1/4/4/N3/4,c5b6
3a/2P1/4/2N1/4/4,c5d6
1a2/2P1/4/2N1/4/4,c5b6
4/3a/2P1/2N1/4/4,c4d5
4/2a1/4/2P1/4/1N2,c3c4
4/2a1/2P1/4/4/1N2,b1c3
4/2a1/2P1/2N1/4/4,c3a4
4/2a1/N1P1/4/4/4,a4c5
2a1/4/N1P1/4/4/4,c4c5
2a1/2P1/N3/4/4/4,a4b6
1Na1/2P1/4/4/4/4,b6c4
1N1a/2P1/4/4/4/4,c5d6
3a/2P1/N3/4/4/4,c5d6
1a2/2P1/N3/4/4/4,c5b6
4/3a/N1P1/4/4/4,c4d5
4/1a2/N1P1/4/4/4,c4b5
4/1a2/2P1/2N1/4/4,c4b5
4/1a2/2P1/4/4/1N2,c4b5
3a/4/4/2P1/3N/4,d2b1
4/3a/4/2P1/4/1N2,b1d2
4/3a/4/2P1/3N/4,d2b1
4/4/3a/2P1/4/1N2,c3d4
4/2a1/4/2P1/3N/4,c3c4
4/2a1/2P1/4/3N/4,d2b1
2a1/4/2P1/4/3N/4,c4c5
2a1/2P1/4/4/3N/4,d2c4
3a/2P1/4/4/3N/4,c5d6
1a2/2P1/4/4/3N/4,c5b6
4/3a/2P1/4/3N/4,c4d5
4/1a2/2P1/4/3N/4,c4b5
4/4/3a/2P1/3N/4,c3d4
1a2/4/4/2P1/3N/4,d2b1
a3/4/4/2P1/4/1N2,b1d2
a3/4/4/2P1/3N/4,d2c4
a3/4/2N1/2P1/4/4,c4b2
a3/4/4/2P1/1N2/4,b2c4
1a2/4/2N1/2P1/4/4,c4b6
4/a3/2N1/2P1/4/4,c4a5
1a2/4/4/2P1/1N2/4,b2c4
2a1/4/2N1/2P1/4/4,c4b2
2a1/4/4/2P1/1N2/4,b2c4
3a/4/2N1/2P1/4/4,c4d6
4/2a1/2N1/2P1/4/4,c4a3
4/2a1/4/N1P1/4/4,c3c4
4/2a1/2P1/N3/4/4,a3b1
2a1/4/2P1/N3/4/4,c4c5
4/3a/2P1/N3/4/4,c4d5
4/1a2/2P1/N3/4/4,c4b5
4/3a/4/N1P1/4/4,a3b1
4/1a2/4/N1P1/4/4,a3b5
4/4/2a1/N1P1/4/4,a3c4
3a/4/4/2P1/1N2/4,b2d1
3a/4/4/2P1/4/3N,d1b2
4/3a/4/2P1/1N2/4,b2d3
4/3a/4/2PN/4/4,d3c1
4/3a/4/2P1/4/2N1,c1a2
4/3a/4/2P1/N3/4,a2c1
3a/4/4/2P1/4/2N1,c1a2
3a/4/4/2P1/N3/4,a2b4
3a/4/1N2/2P1/4/4,b4a2
2a1/4/4/2P1/N3/4,a2c1
2a1/4/4/2P1/4/2N1,c1a2
1a2/4/4/2P1/N3/4,c3c4
1a2/4/2P1/4/N3/4,a2b4
1a2/4/1NP1/4/4/4,b4a6
Na2/4/2P1/4/4/4,a6b4
2a1/4/1NP1/4/4/4,b4c6
a3/4/1NP1/4/4/4,b4a6
4/1a2/1NP1/4/4/4,c4b5
N1a1/4/2P1/4/4/4,c4c5
N1a1/2P1/4/4/4/4,a6b4
N2a/2P1/4/4/4/4,c5d6
Na2/2P1/4/4/4/4,c5b6
N3/1a2/2P1/4/4/4,c4b5
2a1/4/2P1/4/N3/4,c4c5
a3/4/2P1/4/N3/4,a2c3
a3/4/2P1/2N1/4/4,c3b1
a3/4/2P1/4/4/1N2,b1c3
1a2/4/2P1/2N1/4/4,c3b1
1a2/4/2P1/4/4/1N2,b1d2
1a2/4/2P1/4/3N/4,d2b1
a3/4/2P1/4/3N/4,d2b1
4/a3/2P1/4/4/1N2,b1c3
4/a3/2P1/2N1/4/4,c3a4
4/a3/N1P1/4/4/4,a4b2
4/a3/2P1/4/1N2/4,b2a4
a3/4/N1P1/4/4/4,a4b2
a3/4/2P1/4/1N2/4,b2d1
a3/4/2P1/4/4/3N,d1c3
1a2/4/2P1/4/4/3N,d1b2
1a2/4/2P1/4/1N2/4,b2d1
2a1/4/2P1/4/4/3N,c4c5
2a1/2P1/4/4/4/3N,d1c3
3a/2P1/4/4/4/3N,c5d6
1a2/2P1/4/4/4/3N,c5b6
4/1a2/2P1/4/4/3N,c4b5
2a1/4/2P1/4/1N2/4,c4c5
2a1/2P1/4/4/1N2/4,b2c4
3a/2P1/4/4/1N2/4,c5d6
1a2/2P1/4/4/1N2/4,c5b6
4/1a2/2P1/4/1N2/4,c4b5
4/a3/2P1/4/4/3N,d1c3
4/4/a1P1/2N1/4/4,c3a4
4/4/a1P1/4/1N2/4,b2a4
4/1a2/2P1/4/N3/4,c4b5
4/2a1/4/2P1/N3/4,c3c4
4/2a1/2P1/4/N3/4,a2c1
4/2a1/2P1/4/4/2N1,c1d3
4/2a1/2P1/3N/4/4,d3c5
2a1/4/2P1/3N/4/4,c4c5
2a1/2P1/4/3N/4/4,d3b4
3a/2P1/4/3N/4/4,c5d6
1a2/2P1/4/3N/4/4,c5b6
4/3a/2P1/3N/4/4,c4d5
4/1a2/2P1/3N/4/4,c4b5
2a1/4/2P1/4/4/2N1,c4c5
2a1/2P1/4/4/4/2N1,c1a2
3a/2P1/4/4/4/2N1,c5d6
1a2/2P1/4/4/4/2N1,c5b6
4/3a/2P1/4/4/2N1,c4d5
4/1a2/2P1/4/4/2N1,c4b5
4/3a/2P1/4/N3/4,c4d5
1a2/4/4/2P1/4/2N1,c3c4
1a2/4/2P1/4/4/2N1,c1a2
a3/4/2P1/4/4/2N1,c1a2
4/a3/2P1/4/N3/4,a2c3
4/2a1/4/2P1/4/2N1,c3c4
2a1/4/1N2/2P1/4/4,b4c6
4/3a/1N2/2P1/4/4,b4d5
4/4/3a/2P1/4/2N1,c3d4
4/4/3a/2P1/N3/4,c3d4
3a/4/4/2PN/4/4,d3c1
4/2a1/4/2PN/4/4,d3c5
4/4/3a/2PN/4/4,c3d4
2a1/4/4/2P1/4/3N,d1b2
4/2a1/4/2P1/1N2/4,c3c4
4/2a1/2P1/4/1N2/4,b2d3
4/3a/2P1/4/1N2/4,c4d5
4/3a/4/2P1/4/3N,d1b2
4/4/3a/2P1/1N2/4,c3d4
4/1a2/2N1/2P1/4/4,c4b2
4/1a2/4/2P1/1N2/4,b2c4
4/4/1aN1/2P1/4/4,c3b4
4/a3/4/2P1/1N2/4,c3c4
4/4/1a2/2P1/1N2/4,c3b4
4/a3/4/2P1/3N/4,d2b1
4/a3/4/2P1/4/1N2,b1a3
4/a3/4/N1P1/4/4,a3c4
4/4/a1N1/2P1/4/4,c4a3
4/4/a3/N1P1/4/4,a3c2
4/4/a3/2P1/2N1/4,c2a3
4/4/1a2/N1P1/4/4,c3b4
4/a3/4/2P1/2N1/4,c2a3
a3/4/4/N1P1/4/4,a3b1
4/4/1a2/2P1/2N1/4,c3b4
4/4/4/a1P1/2N1/4,c2a3
4/1a2/4/2P1/4/1N2,b1a3
4/4/a3/2P1/4/1N2,b1a3
2a1/4/4/N3/2P1/4,a3b1
2a1/4/4/4/2P1/1N2,c2c3
3a/4/4/4/2P1/1N2,b1c3
3a/4/4/2N1/2P1/4,c3b1
4/3a/4/4/2P1/1N2,c2c3
2a1/4/4/2N1/2P1/4,c3b1
1a2/4/4/4/2P1/1N2,b1a3
a3/4/4/N3/2P1/4,a3c4
a3/4/2N1/4/2P1/4,c2c3
1a2/4/2N1/4/2P1/4,c4b6
4/a3/2N1/4/2P1/4,c4a5
4/1a2/4/N3/2P1/4,a3b5
4/2a1/4/4/2P1/1N2,b1a3
4/2a1/4/N3/2P1/4,c2c3
4/3a/4/N3/2P1/4,a3b5
4/1N1a/4/4/2P1/4,c2c3
4/1N1a/4/2P1/4/4,b5a3
3a/4/4/N1P1/4/4,c3c4
3a/4/2P1/N3/4/4,a3b1
4/4/3a/N1P1/4/4,c3d4
3a/1N2/4/2P1/4/4,b5d6
4/1Na1/4/2P1/4/4,b5a3
4/1N2/3a/2P1/4/4,c3d4
3a/1N2/4/4/2P1/4,b5d6
4/1Na1/4/4/2P1/4,b5a3
4/4/2a1/N3/2P1/4,a3c4
4/1N2/3a/4/2P1/4,b5d4
4/3a/4/2N1/2P1/4,c3d5
2a1/4/4/N3/4/2P1,a3b1
2a1/4/4/4/4/1NP1,b1a3
3a/4/4/N3/4/2P1,a3c4
3a/4/2N1/4/4/2P1,c4d6
2a1/4/2N1/4/4/2P1,c4b2
2a1/4/4/4/1N2/2P1,b2a4
2a1/4/N3/4/4/2P1,a4b2
3a/4/4/4/1N2/2P1,b2d1
3a/4/4/4/4/2PN,d1c3
3a/4/4/2N1/4/2P1,c3b1
3a/4/4/4/4/1NP1,b1a3
4/3a/4/N3/4/2P1,a3b1
4/3a/4/4/4/1NP1,c1c2
4/4/3a/4/2P1/1N2,c2c3
4/4/2a1/2P1/4/1N2,b1d2
4/4/2a1/2P1/3N/4,d2c4
4/4/1a2/2P1/3N/4,c3b4
4/4/4/2Pa/4/1N2,b1d2
4/4/4/2Pa/3N/4,d2b1
4/4/4/2P1/3a/1N2,b1d2
4/4/4/2a1/4/1N2,b1c3
4/2a1/4/4/4/1NP1,b1a3
